INDIV_ID,ANNOT_ID,CAMID,DATETIME,IMAGE_ID,SEQUENCE_UUID,FILEPATH
9,48048,R24,2020-02-17 09:10:00,R24_20_02_25_STC_2932_100STLTH,1459d020-04ce-4fba-845c-ce774422e4b0,GGR_cams_1/R24/20_02_25/DCIM/100STLTH/STC_2932.JPG
9,48049,R24,2020-02-17 09:29:00,R24_20_02_25_STC_2947_100STLTH,d558f157-27ea-4e7b-9a4e-91e2c43c2732,GGR_cams_1/R24/20_02_25/DCIM/100STLTH/STC_2947.JPG
9,48050,R24,2020-02-18 14:10:00,R24_20_02_25_STC_3646_100STLTH,07eb2a5f-c2c8-4391-87e9-bbff813e7edd,GGR_cams_1/R24/20_02_25/DCIM/100STLTH/STC_3646.JPG
9,49372,R24,2020-02-23 10:26:00,R24_20_02_25_STC_4298_100STLTH,2411d2ed-44a5-4bd4-99b2-4beec2e66af5,GGR_cams_1/R24/20_02_25/DCIM/100STLTH/STC_4298.JPG
9,48451,R24,2020-03-01 17:29:00,R24_20_03_10_STC_2000_100STLTH,26fac4e4-1403-4423-9436-1d4b5d1da349,GGR_Cams 2_Main/R24/20_03_10/DCIM/100STLTH/STC_2000.JPG
9,48453,R24,2020-03-03 11:27:00,R24_20_03_10_STC_2207_100STLTH,124fd862-7822-4539-b7e4-dbc1cd2e0e1f,GGR_Cams 2_Main/R24/20_03_10/DCIM/100STLTH/STC_2207.JPG
9,47729,R24,2020-03-04 18:34:00,R24_20_03_10_STC_2386_100STLTH,8b2f591f-0e7a-4f27-89e3-180f33a1dd11,GGR_Cams 2_Main/R24/20_03_10/DCIM/100STLTH/STC_2386.JPG
9,48455,R24,2020-03-06 06:54:00,R24_20_03_10_STC_2540_100STLTH,fc200572-49d9-4776-87aa-d225b204db6a,GGR_Cams 2_Main/R24/20_03_10/DCIM/100STLTH/STC_2540.JPG
9,48456,R24,2020-03-07 13:07:00,R24_20_03_10_STC_2726_100STLTH,f70887f5-d621-4dc4-a89a-d4ecf11cf9d9,GGR_Cams 2_Main/R24/20_03_10/DCIM/100STLTH/STC_2726.JPG
9,48457,R24,2020-03-07 17:21:00,R24_20_03_10_STC_2777_100STLTH,8b1f9068-7a55-40e3-bb53-5dbe1e189ed5,GGR_Cams 2_Main/R24/20_03_10/DCIM/100STLTH/STC_2777.JPG
9,47732,R24,2020-03-07 17:49:00,R24_20_03_10_STC_2801_100STLTH,1a12ab5b-ca02-4c46-80c1-fb8c7ec8bcd6,GGR_Cams 2_Main/R24/20_03_10/DCIM/100STLTH/STC_2801.JPG
9,47737,R24,2020-03-09 16:30:00,R24_20_03_10_STC_3339_100STLTH,76628297-fdfa-45aa-ab1d-116fed38090e,GGR_Cams 2_Main/R24/20_03_10/DCIM/100STLTH/STC_3339.JPG
9,48460,R24,2020-03-09 17:57:00,R24_20_03_10_STC_3350_100STLTH,b4f04941-eae5-4f03-b59d-9446a4fafd73,GGR_Cams 2_Main/R24/20_03_10/DCIM/100STLTH/STC_3350.JPG
9,48462,R24,2020-03-10 18:43:00,R24_20_03_27_STC_0032_100STLTH,d1074623-772f-41a0-9d09-7a5b98d0ba14,GGR_Cams 2_Main/R24/20_03_27/DCIM/100STLTH/STC_0032.JPG
9,47740,R24,2020-03-11 08:08:00,R24_20_03_27_STC_0101_100STLTH,6236a9ee-fcbc-4139-b40b-7dd12bd575cd,GGR_Cams 2_Main/R24/20_03_27/DCIM/100STLTH/STC_0101.JPG
9,48464,R24,2020-03-12 18:51:00,R24_20_03_27_STC_0291_100STLTH,2061a277-b0ab-479b-8bab-d9999c61b0cc,GGR_Cams 2_Main/R24/20_03_27/DCIM/100STLTH/STC_0291.JPG
9,48465,R24,2020-03-14 07:49:00,R24_20_03_27_STC_0633_100STLTH,49a0f1e2-be79-4436-ade9-9da96905ae68,GGR_Cams 2_Main/R24/20_03_27/DCIM/100STLTH/STC_0633.JPG
9,48466,R24,2020-03-15 08:19:00,R24_20_03_27_STC_0741_100STLTH,1511687e-95d7-4ca6-804a-c958942be613,GGR_Cams 2_Main/R24/20_03_27/DCIM/100STLTH/STC_0741.JPG
9,48467,R24,2020-03-16 06:38:00,R24_20_03_27_STC_0980_100STLTH,0ba65402-3586-4e65-9dc9-d3a50659dbd1,GGR_Cams 2_Main/R24/20_03_27/DCIM/100STLTH/STC_0980.JPG
9,48468,R24,2020-03-16 07:30:00,R24_20_03_27_STC_1181_100STLTH,4e9a8666-29e4-426c-bd8d-7ab9951593fe,GGR_Cams 2_Main/R24/20_03_27/DCIM/100STLTH/STC_1181.JPG
9,47743,R24,2020-03-18 16:06:00,R24_20_03_27_STC_1739_100STLTH,dfb44c3b-24f0-43b2-bd7e-dd9478e8b887,GGR_Cams 2_Main/R24/20_03_27/DCIM/100STLTH/STC_1739.JPG
9,48470,R24,2020-03-27 17:43:00,R24_20_04_08_STC_0019_100STLTH,14a23c02-2d88-4d23-8f51-9368d1674d46,GGR_Cams 2_Main/R24/20_04_08/DCIM/100STLTH/STC_0019.JPG
9,48471,R24,2020-03-28 12:40:00,R24_20_04_08_STC_0116_100STLTH,99eb1106-5fa8-4134-aa71-29ca298bd706,GGR_Cams 2_Main/R24/20_04_08/DCIM/100STLTH/STC_0116.JPG
9,48472,R24,2020-03-30 09:28:00,R24_20_04_08_STC_0426_100STLTH,17053130-f1c7-4ea8-8a42-3a761c005e0f,GGR_Cams 2_Main/R24/20_04_08/DCIM/100STLTH/STC_0426.JPG
